iter	RMSE
184	0.7498353707
185	0.7490788834
186	0.7473502123
187	0.7451578438
188	0.7416039952
189	0.7396880885
190	0.7395258586
191	0.7366820714
192	0.7357207867
193	0.7315876287
194	0.7315406619
195	0.7252465378
196	0.7244943136
197	0.7230057628
198	0.7178846945
199	0.7174367521
200	0.7138494405
201	0.7102221975
202	0.7093920008
203	0.7081930621
204	0.7034348206
205	0.6989184293
206	0.6980886227
207	0.6930836847
208	0.6917963108
209	0.6871736234
210	0.686660303
211	0.6861006266
212	0.6832945196
213	0.6783862579
214	0.675614401
215	0.6753610568
216	0.6733768414
217	0.6711886182
218	0.6700657762
219	0.66719768
220	0.6667030868
221	0.6646335039
222	0.6639652749
223	0.6631042331
224	0.6619600986
225	0.6606156553
226	0.6592288034
227	0.6575462385
228	0.6535724623
229	0.6505779744
230	0.6470642316
231	0.6436582209
232	0.6402838784
233	0.6384178959
234	0.6346143238
235	0.631528799
236	0.630624015
237	0.6269489602
238	0.6258778769
239	0.6243999068
240	0.6230079097
241	0.6195971486
242	0.6173429463
243	0.6146965307
244	0.6114096671
245	0.6084810371
246	0.6058242567
247	0.6041957118
248	0.6013850471
249	0.598078761
250	0.5971772201
251	0.5963593192
252	0.5952699189
253	0.5943667905
254	0.5913912741
255	0.5901798477
256	0.5876946218
257	0.5869567407
258	0.5850291423
259	0.5827445173
260	0.5801753418
261	0.5766744799
262	0.5742781329
263	0.57172871
264	0.5693474432
265	0.5670827304
266	0.5666059973
267	0.5649444726
268	0.5618609691
269	0.5591527377
270	0.5577380649
271	0.5554172277
272	0.5533454147
273	0.5512797174
274	0.5491983392
275	0.5478453966
276	0.5463351579
277	0.5438345536
278	0.5422687123
279	0.5411622408
280	0.5399865037
281	0.5373858833
282	0.5349242918
283	0.5336639457
284	0.5328259678
285	0.5318214366
286	0.5305407747
287	0.5290195856
288	0.5278657493
289	0.5260934269
290	0.5242437282
291	0.5227846574
292	0.5217178412
293	0.5208591459
294	0.5206000668
295	0.5184922192
296	0.5169380698
297	0.5160545229
298	0.5157685776
299	0.5144527714
300	0.5142055791
301	0.5131744626
302	0.512923852
303	0.5120906485
304	0.5112698355
305	0.5103860947
306	0.5093970601
307	0.5091221051
308	0.5082029644
309	0.5058812402
310	0.5052249271
311	0.5036470546
312	0.5019896997
313	0.5010925451
314	0.5002059188
315	0.4986107391
316	0.4981271122
317	0.4962949348
318	0.4960386957
319	0.4951486325
320	0.4943455136
321	0.4926071084
322	0.4923567207
323	0.4920655346
324	0.4917500068
325	0.4900561241
326	0.4884031372
327	0.486511981
328	0.4847648963
329	0.4845220065
330	0.4836808965
331	0.4829146675
332	0.4817635899
333	0.4798851268
334	0.4786507307
335	0.4770906138
336	0.4753105144
337	0.4748225536
338	0.4746704846
339	0.4740214632
340	0.4726696049
341	0.4724323618
342	0.4721769994
343	0.4721126312
344	0.4706168147
345	0.4691583392
346	0.468940046
347	0.4682196177
348	0.4664572895
349	0.464999963
350	0.4633120104
351	0.4631098353
352	0.4629873943
353	0.4623872045
354	0.4612552365
355	0.4606662832
356	0.4595590927
357	0.4592725729
358	0.4591399549
359	0.4589465591
360	0.4582584086
361	0.4578840227
362	0.4576907775
363	0.4570873708
364	0.4557222159
365	0.4546995354
366	0.4533771982
367	0.4531568391
368	0.4522800448
369	0.4506928514
370	0.4500368217
371	0.4496891472
372	0.4486893033
373	0.4486697823
374	0.4484771885
375	0.4473394888
376	0.4469481498
377	0.4467630489
378	0.4462980472
379	0.4449920288
380	0.4435339541
381	0.44297784
382	0.4427771022
383	0.4422605183
384	0.4410270435
385	0.4396217846
386	0.4395424443
387	0.4393617502
388	0.4392610048
389	0.439073821
390	0.4389275284
391	0.4389055751
392	0.4381646242
393	0.438158642
394	0.4364602757
395	0.4352748197
396	0.4351029879
397	0.4349402701
398	0.4337787467
399	0.4324164489
400	0.4314633162
401	0.4309588457
402	0.4304790638
403	0.430271132
404	0.42880983
405	0.4286400455
406	0.4283029886
407	0.4279964291
408	0.4278114936
409	0.4269892007
410	0.426823499
411	0.4266642096
412	0.4255643487
413	0.4245722737
414	0.424403856
415	0.4243252268
416	0.4228145283
417	0.4226511899
418	0.42185283
419	0.4211187616
420	0.4206412249
421	0.4196022445
422	0.4194314612
423	0.418576038
424	0.4175597101
425	0.4169960449
426	0.4169478655
427	0.4157120804
428	0.4156669898
429	0.415507396
430	0.4154412625
431	0.4145313024
432	0.4134662973
433	0.413008224
434	0.4128610042
435	0.4127093953
436	0.4115258401
437	0.4110917435
438	0.4105573467
439	0.4099826086
440	0.409846248
441	0.4096427044
442	0.4093010044
443	0.4086352762
444	0.4079682562
445	0.4079567398
446	0.4077318523
447	0.4073312193
448	0.4072714561
449	0.4072462154
450	0.4060027764
451	0.4059586979
452	0.4054884888
453	0.4044466215
454	0.4041699554
455	0.4041242263
456	0.4035344174
457	0.4034011529
458	0.4032577498
459	0.4020198098
460	0.4011534272
461	0.4006929367
462	0.400678806
463	0.4002196231
464	0.399955782
465	0.3992969626
466	0.3986935574
467	0.3977795363
468	0.3976290318
469	0.3966897182
470	0.3966267525
471	0.3955677864
472	0.3951219177
473	0.3947176129
474	0.3946965687
475	0.3946161571
476	0.394361998
477	0.394101887
478	0.3932775053
479	0.3930320046
480	0.3928956477
481	0.3927507629
482	0.3926517363
483	0.3925666578
484	0.3920129926
485	0.391557193
486	0.3914164073
487	0.390571007
488	0.3900885856
489	0.3893086117
490	0.388569325
491	0.3884400368
492	0.3884219083
493	0.3878033311
494	0.3876181883
495	0.3872425331
496	0.3872052211
497	0.3862001326
498	0.3856558054
499	0.385624841
500	0.3855341001
501	0.3853883466
502	0.3847490475
503	0.3842096793
504	0.3836075417
505	0.3832457807
506	0.3829738237
507	0.3827941457
508	0.3826504597
509	0.3821254987
510	0.3821061708
511	0.3813000309
512	0.3806776862
513	0.3806649755
514	0.3806222671
515	0.3805421117
516	0.3794469874
517	0.3793230133
518	0.3790991807
519	0.3789859613
520	0.3788965668
521	0.3782508927
522	0.3781983013
523	0.3777522346
524	0.3773341282
525	0.3767202839
526	0.3766045631
527	0.3764850617
528	0.3764674718
529	0.3759156793
530	0.3754987805
531	0.3753837334
532	0.3749115213
533	0.374717758
534	0.3742368955
535	0.3742030343
536	0.374158225
537	0.3741224557
538	0.3737927871
539	0.3733396879
540	0.3732426515
541	0.3728606337
542	0.3726552589
543	0.3721746922
544	0.3720978399
545	0.3710990457
546	0.3709451404
547	0.3709369083
548	0.3707273284
549	0.3703613007
550	0.3703300605
551	0.3699792505
552	0.3691915837
553	0.3687282851
554	0.3685206814
555	0.368441385
556	0.3678713295
557	0.3668900738
558	0.3668191637
559	0.3667729295
560	0.3659160242
561	0.3658983514
562	0.365868295
563	0.3655303639
564	0.364702086
565	0.3644004201
566	0.3643824594
567	0.3639806796
568	0.3638606031
569	0.3638496422
570	0.3634773615
571	0.3634503195
572	0.3630670279
573	0.3628832778
574	0.362872257
575	0.3628646322
576	0.36255719
577	0.3624030338
578	0.3623929117
579	0.3623668324
580	0.3619619059
581	0.3619009552
582	0.3617801475
583	0.3614074533
584	0.3609914212
585	0.3608900905
586	0.360622101
587	0.3601715637
588	0.3601573278
589	0.3597402876
590	0.3590782622
591	0.3585726543
592	0.3580230004
593	0.3576657367
594	0.3574813157
595	0.3574725078
596	0.3569867089
597	0.3569774496
598	0.3568832566
599	0.3561437832
600	0.3560136894
601	0.355867962
602	0.3552335199
603	0.355210805
604	0.3546597975
605	0.3546496226
606	0.354633006
607	0.3544226758
608	0.3544106656
609	0.3543897121
610	0.3540475285
611	0.3534538944
612	0.3534408023
613	0.3529746271
614	0.3527880851
615	0.3525442707
616	0.3518165492
617	0.3516364781
618	0.3516199281
619	0.3509055774
620	0.3507763344
621	0.350769842
622	0.3505241808
623	0.3503741319
624	0.3503509596
625	0.3502814196
626	0.3502669384
627	0.3496954599
628	0.3496886624
629	0.3488896769
630	0.348878787
631	0.3486473541
632	0.3483069975
633	0.3479343266
634	0.3478365243
635	0.3475780453
636	0.3475112961
637	0.3472606477
638	0.3470325554
639	0.3464166342
640	0.3462902066
641	0.3462843056
642	0.3459090182
643	0.3458752888
644	0.3449006383
645	0.3441987346
646	0.3438797402
647	0.3434521446
648	0.3432852197
649	0.3431244084
650	0.3426944995
651	0.342685921
652	0.3426324506
653	0.3421053293
654	0.3418121288
655	0.3416896531
656	0.3416668269
657	0.3416556113
658	0.3413106051
659	0.3412147
660	0.3411044803
661	0.341095601
662	0.3410284274
663	0.3410202083
664	0.3403161379
665	0.3401562428
666	0.3401444378
667	0.3401359474
668	0.3398408721
669	0.3398329722
670	0.3393725229
671	0.3392578297
672	0.3392442654
673	0.339175687
674	0.3391627302
675	0.3391380907
676	0.3388208173
677	0.3388104787
678	0.3388010068
679	0.3386494089
680	0.3383439307
681	0.3379934436
682	0.3379367068
683	0.3373588197
684	0.3369265765
685	0.3367227782
686	0.3365674772
687	0.3358487917
688	0.3354584773
689	0.33511034
690	0.3349323519
691	0.3349231448
692	0.334740712
693	0.334685092
694	0.3345390094
695	0.3342157203
696	0.3342063864
697	0.3340664575
698	0.3332487911
699	0.3332313897
700	0.3329219766
701	0.3329061822
702	0.332681849
703	0.332100589
704	0.3318071217
705	0.3316476859
706	0.3316373389
707	0.3307720956
708	0.3306632266
709	0.3305951207
710	0.3301446776
711	0.3299725662
712	0.3299170844
713	0.3294834122
714	0.3291129218
715	0.3291054615
716	0.3284416734
717	0.3278719195
718	0.3276665973
719	0.3272539651
720	0.326894538
721	0.3268866436
722	0.3268160592
723	0.326733929
724	0.3266648373
725	0.326657711
726	0.3266127256
727	0.3263100963
728	0.3258029134
729	0.3255289675
730	0.3254667495
731	0.3254612353
732	0.3252166269
733	0.3251928518
734	0.3247078991
735	0.3244392362
736	0.3241567127
737	0.3239012045
738	0.3238941274
739	0.3233945679
740	0.3232440321
741	0.3231661285
742	0.3226730383
743	0.3224146897
744	0.3223559806
745	0.3223054584
746	0.3220769196
747	0.3220700575
748	0.3218160559
749	0.3212884529
750	0.3211477715
751	0.3207584425
752	0.320742641
753	0.3202869587
754	0.3200071589
755	0.3198673879
756	0.3196341169
757	0.3195034016
758	0.3194475449
759	0.3191738427
760	0.3189310719
761	0.3188820353
762	0.3186940856
763	0.3181679205
764	0.3181159967
765	0.3174373572
766	0.3173873334
767	0.3173830369
768	0.3172395216
769	0.3171698759
770	0.3167170532
771	0.3165986614
772	0.3165439873
773	0.31653558
774	0.3165045682
775	0.3164951458
776	0.3164885154
777	0.3164809156
778	0.3163567556
779	0.3163115206
780	0.3160524215
781	0.3157973427
782	0.3156631439
783	0.3152750891
784	0.314633443
785	0.314631744
786	0.31442319
787	0.3144022614
788	0.3142745387
789	0.3141912327
790	0.3141203644
791	0.3138583507
792	0.313852003
793	0.3138462779
794	0.3133991229
795	0.3128508513
796	0.3125962804
797	0.3122213815
798	0.3121691007
799	0.3119925295
800	0.3116271234
801	0.3115898696
802	0.3111453848
803	0.3104255788
804	0.3102728408
805	0.3100258237
806	0.3098073672
807	0.3097023815
808	0.3094330834
809	0.3094293419
810	0.3092158165
811	0.3090078596
812	0.3088008786
813	0.3085782671
814	0.308361706
815	0.3082800781
816	0.3080135506
817	0.3078967018
818	0.3072502528
819	0.3070502575
820	0.3065969253
821	0.3064939317
822	0.3064928635
823	0.3061823923
824	0.3059954973
825	0.305580581
826	0.3048855146
827	0.3048626967
828	0.3048545512
829	0.3043462212
830	0.3041390004
831	0.3041286308
832	0.3039837801
833	0.3035721754
834	0.30333233
835	0.3029398997
836	0.3029335671
837	0.302631524
838	0.3021310012
839	0.3016396639
840	0.3013491295
841	0.3012621383
842	0.3008485643
843	0.3007577189
844	0.3006910331
845	0.3006670588
846	0.3004652884
847	0.2998454922
848	0.2998394141
849	0.299233813
850	0.2991265779
851	0.2987491038
852	0.2986720432
853	0.2985998882
854	0.2985828205
855	0.2984141288
856	0.2982680032
857	0.2978022833
858	0.2977735747
859	0.297551983
860	0.2973627293
861	0.2972201665
862	0.2971149605
863	0.2968334721
864	0.2963763809
865	0.2961777504
866	0.2961077028
867	0.2956959282
868	0.2952470557
869	0.2946689819
870	0.2944619369
871	0.294321844
872	0.294253847
873	0.2941840613
874	0.2940208563
875	0.2938218347
876	0.2936809643
877	0.2936679628
878	0.2934066647
879	0.2933457811
880	0.2932273213
881	0.2927851697
882	0.2925264838
883	0.2924171647
884	0.2924114124
885	0.2923464982
886	0.292331461
887	0.2923121901
888	0.2918794491
889	0.2916543087
890	0.2915910904
891	0.2915776207
892	0.2915647283
893	0.2914554572
894	0.2914422025
895	0.2912734077
896	0.2912115139
897	0.2912100101
898	0.2911502035
899	0.2911219069
900	0.2909535732
901	0.2907941823
902	0.2907357967
903	0.2903113889
904	0.2898945146
905	0.2898673121
906	0.2896670248
907	0.2892520146
908	0.289147605
909	0.2890898854
910	0.2888489197
911	0.2884232763
912	0.2884186229
913	0.288177823
914	0.2877778678
915	0.2876780202
916	0.2875305614
917	0.287503803
918	0.2871066015
919	0.2870926065
920	0.2866895539
921	0.2866850291
922	0.286661661
923	0.2862567924
924	0.2858734893
925	0.2854968663
926	0.2854611474
927	0.2854095265
928	0.2854033847
929	0.2852379761
930	0.2848501854
931	0.2848454708
932	0.2848078
933	0.2846866341
934	0.2844535741
935	0.2844258135
936	0.2840580511
937	0.2839053479
938	0.2838983771
939	0.2835368073
940	0.2835313686
941	0.2832548076
942	0.2831610928
943	0.2827722922
944	0.2825158729
945	0.2821596525
946	0.2819321004
947	0.2817868919
948	0.2817813442
949	0.2814153487
950	0.2810871255
951	0.2809682501
952	0.2804853743
953	0.2804336531
954	0.2803684367
955	0.2801570716
956	0.2801135406
957	0.2797429387
958	0.2795991395
959	0.2795476753
960	0.2794027705
961	0.2791679705
962	0.279090546
963	0.278947725
964	0.278899518
965	0.2788006481
966	0.2785869691
967	0.2783519905
968	0.2783045525
969	0.2780851652
970	0.2778795154
971	0.2776677246
972	0.2774887493
973	0.2774122154
974	0.2773307661
975	0.2768578851
976	0.2765099699
977	0.2765088452
978	0.2765083471
979	0.2761671437
980	0.2761289828
981	0.2761159122
982	0.2761006002
983	0.2759217054
984	0.2758750081
985	0.2755457157
986	0.2755251308
987	0.2754341775
988	0.2752346438
989	0.2749452888
990	0.2749126657
991	0.2749095904
992	0.2748216576
993	0.2748151595
994	0.2746668895
995	0.2746657353
996	0.2744739774
997	0.2741349159
998	0.2739574523
999	0.2738196347
